,location,month,total_cases,total_deaths,stringency_index,population,gdp_per_capita,human_development_index
1,Afghanistan,2,5,0,2.010689655172414,38928341,1803.987,0.498
2,Afghanistan,3,892,17,40.83193548387094,38928341,1803.987,0.498
3,Afghanistan,4,24801,794,80.74000000000004,38928341,1803.987,0.498
4,Afghanistan,5,212674,4814,84.26000000000005,38928341,1803.987,0.498
5,Afghanistan,6,734634,14418,80.18266666666666,38928341,1803.987,0.498
6,Afghanistan,7,1073946,33013,78.69999999999999,38928341,1803.987,0.498
7,Afghanistan,8,1161878,41919,55.40870967741937,38928341,1803.987,0.498
8,Afghanistan,9,1163186,42914,23.520000000000014,38928341,1803.987,0.498
9,Afghanistan,10,754417,27986,33.57578947368422,38928341,1803.987,0.498
11,Albania,3,1996,78,76.04608695652175,2877800,11803.431,0.785
12,Albania,4,15102,714,86.66499999999998,2877800,11803.431,0.785
13,Albania,5,28509,973,87.42161290322579,2877800,11803.431,0.785
14,Albania,6,49447,1192,66.75599999999999,2877800,11803.431,0.785
15,Albania,7,116919,3207,60.15516129032258,2877800,11803.431,0.785
16,Albania,8,226041,6818,54.8961290322581,2877800,11803.431,0.785
17,Albania,9,346012,10184,48.334333333333326,2877800,11803.431,0.785
18,Albania,10,287925,7890,11.45263157894737,2877800,11803.431,0.785
20,Algeria,2,4,0,0.0,43851043,13913.839,0.754
21,Algeria,3,4059,276,37.48612903225806,43851043,13913.839,0.754
22,Algeria,4,66208,8767,86.15533333333333,43851043,13913.839,0.754
23,Algeria,5,206006,16698,77.56677419354835,43851043,13913.839,0.754
24,Algeria,6,333199,23335,70.55433333333333,43851043,13913.839,0.754
25,Algeria,7,657799,32422,72.54838709677418,43851043,13913.839,0.754
26,Algeria,8,1171031,42128,79.98903225806457,43851043,13913.839,0.754
27,Algeria,9,1451254,48742,75.93000000000002,43851043,13913.839,0.754
28,Algeria,10,1004439,34061,47.95578947368423,43851043,13913.839,0.754
30,Andorra,3,2428,24,27.932083333333328,77265,13878.1810969163,0.858
31,Andorra,4,18766,888,53.17966666666666,77265,13022.391422907489,0.858
32,Andorra,5,23482,1509,50.89677419354838,77265,11952.654330396475,0.858
33,Andorra,6,25420,1544,39.26033333333334,77265,10847.259334801762,0.858
34,Andorra,7,27096,1612,38.80225806451613,77265,9777.52224229075,0.858
35,Andorra,8,31133,1631,41.67000000000001,77265,8672.127246696036,0.858
36,Andorra,9,44356,1590,44.446666666666665,77265,7566.732251101322,0.858
37,Andorra,10,50895,1052,25.437894736842114,77265,6496.995158590308,0.858
38,Angola,3,35,4,57.590999999999994,32866268,5819.495,0.581
39,Angola,4,580,60,87.5293333333333,32866268,5819.495,0.581
40,Angola,5,1569,80,78.52483870967747,32866268,5819.495,0.581
41,Angola,6,4382,198,76.36166666666668,32866268,5819.495,0.581
42,Angola,7,18799,855,76.45064516129035,32866268,5819.495,0.581
43,Angola,8,56404,2523,78.18354838709679,32866268,5819.495,0.581
44,Angola,9,107519,4130,78.01,32866268,5819.495,0.581
45,Angola,10,114717,3970,72.07894736842103,32866268,5819.495,0.581
46,Anguilla,3,10,0,72.40799999999999,15002,5894.8385,0.5819567307692307
47,Anguilla,4,88,0,78.17833333333334,15002,6271.556,0.5867403846153846
48,Anguilla,5,93,0,58.60354838709681,15002,8531.861,0.6154423076923077
49,Anguilla,6,90,0,37.960000000000015,15002,10867.5095,0.6451009615384615
50,Anguilla,7,93,0,37.243225806451626,15002,13127.8145,0.6738028846153846
51,Anguilla,8,93,0,24.070000000000014,15002,15463.463,0.7034615384615385
52,Anguilla,9,90,0,22.774000000000008,15002,17799.1115,0.7331201923076923
53,Anguilla,10,57,0,11.110000000000005,15002,20059.4165,0.7618221153846154
54,Antigua and Barbuda,3,46,0,11.11,97928,21490.943,0.78
55,Antigua and Barbuda,4,595,52,11.110000000000008,97928,21490.943,0.78
56,Antigua and Barbuda,5,774,93,11.110000000000008,97928,21490.943,0.78
57,Antigua and Barbuda,6,1012,90,11.110000000000008,97928,21490.943,0.78
58,Antigua and Barbuda,7,2340,93,11.110000000000008,97928,21490.943,0.78
59,Antigua and Barbuda,8,2879,93,11.110000000000008,97928,21490.943,0.78
60,Antigua and Barbuda,9,2883,90,11.110000000000008,97928,21490.943,0.78
61,Antigua and Barbuda,10,2090,57,11.110000000000005,97928,21490.943,0.78
62,Argentina,2,0,0,11.110000000000005,45195777,18933.907,0.825
63,Argentina,3,6235,140,51.70258064516129,45195777,18933.907,0.825
64,Argentina,4,75145,3326,98.45699999999998,45195777,18933.907,0.825
65,Argentina,5,261978,11220,90.26258064516122,45195777,18933.907,0.825
66,Argentina,6,1032962,25850,89.13666666666667,45195777,18933.907,0.825
67,Argentina,7,3493215,65786,91.51548387096767,45195777,18933.907,0.825
68,Argentina,8,8794287,175288,88.25935483870971,45195777,18933.907,0.825
69,Argentina,9,16989410,360156,87.96000000000002,45195777,18933.907,0.825
70,Argentina,10,16502002,435660,41.66526315789474,45195777,18933.907,0.825
73,Armenia,3,3915,9,0.0,2963234,8787.58,0.755
74,Armenia,4,36511,522,0.0,2963234,8787.58,0.755
75,Armenia,5,151445,2012,0.0,2963234,8787.58,0.755
76,Armenia,6,520967,8744,0.0,2963234,8787.58,0.755
77,Armenia,7,1026463,18701,0.0,2963234,8787.58,0.755
78,Armenia,8,1281310,25277,0.0,2963234,8787.58,0.755
79,Armenia,9,1391781,27557,0.0,2963234,8787.58,0.755
80,Armenia,10,1062237,19217,0.0,2963234,8787.58,0.755
82,Aruba,3,188,0,48.410714285714285,106766,35973.781,0.7558479262672811
83,Aruba,4,2589,28,85.56000000000003,106766,35973.781,0.7677188940092166
84,Aruba,5,3125,86,66.12903225806456,106766,35973.781,0.7931566820276498
85,Aruba,6,3032,90,34.35399999999998,106766,35973.781,0.8194423963133641
86,Aruba,7,3412,93,32.409999999999975,106766,35973.781,0.8448801843317972
87,Aruba,8,30959,154,50.74548387096775,106766,35973.781,0.8711658986175116
88,Aruba,9,92809,582,52.99400000000001,106766,35973.781,0.8974516129032258
89,Aruba,10,78996,591,31.869473684210526,106766,35973.781,0.922889400921659
90,Australia,1,30,0,2.508709677419355,25499881,44648.71,0.9390000000000001
91,Australia,2,467,0,19.440000000000005,25499881,44648.71,0.9390000000000001
92,Australia,3,33527,183,38.20032258064516,25499881,44648.71,0.9390000000000001
93,Australia,4,187112,1778,71.48066666666668,25499881,44648.71,0.9390000000000001
94,Australia,5,216814,3048,67.35225806451615,25499881,44648.71,0.9390000000000001
95,Australia,6,221343,3071,53.286666666666655,25499881,44648.71,0.9390000000000001
96,Australia,7,343601,3807,69.81935483870967,25499881,44648.71,0.9390000000000001
97,Australia,8,693761,12093,78.21322580645163,25499881,44648.71,0.9390000000000001
98,Australia,9,798295,24010,74.72000000000001,25499881,44648.71,0.9390000000000001
99,Australia,10,517427,17039,67.47473684210524,25499881,44648.71,0.9390000000000001
102,Austria,2,16,0,2.298620689655172,9006400,45436.685999999994,0.9079999999999999
103,Austria,3,75948,521,54.8409677419355,9006400,45436.685999999994,0.9079999999999999
104,Austria,4,411674,11124,82.34633333333332,9006400,45436.685999999994,0.9079999999999999
105,Austria,5,497279,19389,59.28999999999998,9006400,45436.685999999994,0.9079999999999999
106,Austria,6,512642,20458,44.04466666666666,9006400,45436.685999999994,0.9079999999999999
107,Austria,7,596795,21979,34.97548387096775,9006400,45436.685999999994,0.9079999999999999
108,Austria,8,731180,22508,31.48000000000001,9006400,45436.685999999994,0.9079999999999999
109,Austria,9,1052017,22758,36.01899999999999,9006400,45436.685999999994,0.9079999999999999
110,Austria,10,1031646,16208,32.82157894736842,9006400,45436.685999999994,0.9079999999999999
112,Azerbaijan,1,0,0,0.17935483870967742,10139175,15847.419,0.757
113,Azerbaijan,2,1,0,4.120689655172415,10139175,15847.419,0.757
114,Azerbaijan,3,1584,25,49.76225806451613,10139175,15847.419,0.757
115,Azerbaijan,4,33847,410,89.78533333333338,10139175,15847.419,0.757
116,Azerbaijan,5,97770,1188,82.55838709677425,10139175,15847.419,0.757
117,Azerbaijan,6,314519,3789,85.74333333333334,10139175,15847.419,0.757
118,Azerbaijan,7,780490,10172,96.41870967741934,10139175,15847.419,0.757
119,Azerbaijan,8,1060809,15476,87.24903225806456,10139175,15847.419,0.757
120,Azerbaijan,9,1152545,16915,77.19233333333331,10139175,15847.419,0.757
121,Azerbaijan,10,795217,11520,63.74000000000002,10139175,15847.419,0.757
123,Bahamas,3,87,0,0.0,393248,27717.847,0.807
124,Bahamas,4,1546,228,0.0,393248,27717.847,0.807
125,Bahamas,5,2913,341,0.0,393248,27717.847,0.807
126,Bahamas,6,3099,330,0.0,393248,27717.847,0.807
127,Bahamas,7,5933,344,0.0,393248,27717.847,0.807
128,Bahamas,8,39911,708,0.0,393248,27717.847,0.807
129,Bahamas,9,91494,2052,0.0,393248,27717.847,0.807
130,Bahamas,10,92925,1995,0.0,393248,27717.847,0.807
131,Bahrain,1,0,0,3.1354838709677417,1701583,43290.705,0.846
132,Bahrain,2,130,0,17.52896551724138,1701583,43290.705,0.846
133,Bahrain,3,7085,36,49.195483870967756,1701583,43290.705,0.846
134,Bahrain,4,46226,187,75.98666666666666,1701583,43290.705,0.846
135,Bahrain,5,202085,338,75.0,1701583,43290.705,0.846
136,Bahrain,6,562144,1383,75.0,1701583,43290.705,0.846
137,Bahrain,7,1060481,3616,70.5161290322581,1701583,43290.705,0.846
138,Bahrain,8,1433645,5262,66.7545161290323,1701583,43290.705,0.846
139,Bahrain,9,1820213,6417,61.79300000000005,1701583,43290.705,0.846
140,Bahrain,10,1417986,5174,63.89000000000001,1701583,43290.705,0.846
142,Bangladesh,3,460,42,46.52034482758621,164689383,3523.9840000000004,0.608
143,Bangladesh,4,62667,1990,91.48333333333332,164689383,3523.9840000000004,0.608
144,Bangladesh,5,691825,10264,90.61935483870965,164689383,3523.9840000000004,0.608
145,Bangladesh,6,2738326,35997,68.75,164689383,3523.9840000000004,0.608
146,Bangladesh,7,5957684,76456,77.40451612903225,164689383,3523.9840000000004,0.608
147,Bangladesh,8,8490610,112931,80.09,164689383,3523.9840000000004,0.608
148,Bangladesh,9,10182306,142910,80.08999999999999,164689383,3523.9840000000004,0.608
149,Bangladesh,10,7142300,103944,54.06894736842105,164689383,3523.9840000000004,0.608
150,Barbados,3,235,0,55.82071428571428,287371,16978.068,0.8
151,Barbados,4,2030,117,86.914,287371,16978.068,0.8
152,Barbados,5,2686,217,82.19709677419355,287371,16978.068,0.8
153,Barbados,6,2855,210,71.4206666666667,287371,16978.068,0.8
154,Barbados,7,3196,217,53.28677419354837,287371,16978.068,0.8
155,Barbados,8,4590,217,44.68483870967744,287371,16978.068,0.8
156,Barbados,9,5500,210,36.419999999999995,287371,16978.068,0.8
157,Barbados,10,3906,133,28.266842105263162,287371,16978.068,0.8
159,Belarus,2,2,0,0.0,9449321,17167.967,0.8079999999999999
160,Belarus,3,1186,0,4.836774193548388,9449321,17167.967,0.8079999999999999
161,Belarus,4,136574,1081,16.293999999999993,9449321,17167.967,0.8079999999999999
162,Belarus,5,860363,4840,13.889999999999992,9449321,17167.967,0.8079999999999999
163,Belarus,6,1607316,9322,13.889999999999992,9449321,17167.967,0.8079999999999999
164,Belarus,7,2023635,14781,11.289354838709686,9449321,17167.967,0.8079999999999999
165,Belarus,8,2155767,18962,11.110000000000008,9449321,17167.967,0.8079999999999999
166,Belarus,9,2239517,22644,11.110000000000008,9449321,17167.967,0.8079999999999999
167,Belarus,10,1570826,16779,4.677894736842105,9449321,17167.967,0.8079999999999999
169,Belgium,1,0,0,0.8964516129032257,11589616,42658.575999999994,0.9159999999999999
170,Belgium,2,26,0,11.110000000000008,11589616,42658.575999999994,0.9159999999999999
171,Belgium,3,140648,7617,49.223225806451616,11589616,42658.575999999994,0.9159999999999999
172,Belgium,4,1116148,154878,81.48,11589616,42658.575999999994,0.9159999999999999
173,Belgium,5,1727289,274169,76.55225806451612,11589616,42658.575999999994,0.9159999999999999
174,Belgium,6,1819711,286263,57.06666666666663,11589616,42658.575999999994,0.9159999999999999
175,Belgium,7,2005753,299862,49.493870967741934,11589616,42658.575999999994,0.9159999999999999
176,Belgium,8,2445650,304101,57.16806451612906,11589616,42658.575999999994,0.9159999999999999
177,Belgium,9,3047907,298288,50.74466666666667,11589616,42658.575999999994,0.9159999999999999
178,Belgium,10,2889336,173283,44.39058823529411,11589616,42658.575999999994,0.9159999999999999
180,Belize,3,15,0,54.63,397621,7824.361999999999,0.708
181,Belize,4,396,45,75.24666666666666,397621,7824.361999999999,0.708
182,Belize,5,558,62,81.4235483870968,397621,7824.361999999999,0.708
183,Belize,6,624,60,73.08999999999999,397621,7824.361999999999,0.708
184,Belize,7,1194,62,67.58999999999997,397621,7824.361999999999,0.708
185,Belize,8,13311,153,70.20290322580642,397621,7824.361999999999,0.708
186,Belize,9,44732,567,72.17366666666668,397621,7824.361999999999,0.708
187,Belize,10,45553,664,45.32105263157893,397621,7824.361999999999,0.708
188,Benin,3,56,0,33.519999999999996,12123198,2064.236,0.515
189,Benin,4,1151,25,70.82999999999997,12123198,2064.236,0.515
190,Benin,5,6432,72,61.91806451612907,12123198,2064.236,0.515
191,Benin,6,16849,249,42.19466666666666,12123198,2064.236,0.515
192,Benin,7,45344,858,41.67000000000001,12123198,2064.236,0.515
193,Benin,8,62422,1191,41.67000000000001,12123198,2064.236,0.515
194,Benin,9,67801,1200,44.63000000000002,12123198,2064.236,0.515
195,Benin,10,45838,779,47.709473684210515,12123198,2064.236,0.515
196,Bermuda,3,133,0,50.00000000000001,62273,50669.315,0.5154511627906977
197,Bermuda,4,2081,110,91.85500000000002,62273,50669.315,0.5208651162790697
198,Bermuda,5,3854,252,73.11645161290322,62273,50669.315,0.5344
199,Bermuda,6,4303,270,65.43333333333332,62273,50669.315,0.5483860465116279
200,Bermuda,7,4672,279,45.2816129032258,62273,50669.315,0.5619209302325582
201,Bermuda,8,5030,279,40.74,62273,50669.315,0.575906976744186
202,Bermuda,9,5324,270,33.82766666666667,62273,50669.315,0.5898930232558139
203,Bermuda,10,3479,171,30.163157894736838,62273,50669.315,0.6034279069767442
204,Bhutan,3,38,0,45.85333333333334,771612,8708.597,0.612
205,Bhutan,4,167,0,83.32999999999997,771612,8708.597,0.612
206,Bhutan,5,547,0,83.32999999999997,771612,8708.597,0.612
207,Bhutan,6,1878,0,83.32999999999997,771612,8708.597,0.612
208,Bhutan,7,2682,0,68.0716129032258,771612,8708.597,0.612
209,Bhutan,8,4314,0,65.74,771612,8708.597,0.612
210,Bhutan,9,7443,0,69.53833333333333,771612,8708.597,0.612
211,Bhutan,10,5778,0,64.8673684210526,771612,8708.597,0.612
212,Bolivia,3,659,9,76.71349999999998,11673029,6885.829000000001,0.693
213,Bolivia,4,14307,865,96.30000000000003,11673029,6885.829000000001,0.693
214,Bolivia,5,128856,5231,95.67225806451611,11673029,6885.829000000001,0.693
215,Bolivia,6,591521,19294,89.29,11673029,6885.829000000001,0.693
216,Bolivia,7,1657383,61093,89.80999999999996,11673029,6885.829000000001,0.693
217,Bolivia,8,3042974,124064,89.80999999999996,11673029,6885.829000000001,0.693
218,Bolivia,9,3801822,211407,81.48,11673029,6885.829000000001,0.693
219,Bolivia,10,2621316,156596,51.85052631578949,11673029,6885.829000000001,0.693
220,Bonaire Sint Eustatius and Saba,4,113,0,11.110000000000008,26221,6909.730316831684,0.6933712871287128
221,Bonaire Sint Eustatius and Saba,5,193,0,11.110000000000008,26221,7602.868504950496,0.7041386138613861
222,Bonaire Sint Eustatius and Saba,6,210,0,11.110000000000008,26221,8343.809326732673,0.7156485148514851
223,Bonaire Sint Eustatius and Saba,7,274,0,11.110000000000008,26221,9060.848831683168,0.7267871287128713
224,Bonaire Sint Eustatius and Saba,8,404,0,11.110000000000008,26221,9801.789653465348,0.7382970297029703
225,Bonaire Sint Eustatius and Saba,9,1253,16,11.110000000000008,26221,10542.730475247525,0.7498069306930693
226,Bonaire Sint Eustatius and Saba,10,2633,32,11.110000000000005,26221,11259.76998019802,0.7609455445544555
227,Bosnia and Herzegovina,3,2282,34,72.48428571428569,3280815,11713.895,0.768
228,Bosnia and Herzegovina,4,32081,1198,91.32433333333326,3280815,11713.895,0.768
229,Bosnia and Herzegovina,5,68054,3642,79.36096774193545,3280815,11713.895,0.768
230,Bosnia and Herzegovina,6,94214,4955,52.961999999999975,3280815,11713.895,0.768
231,Bosnia and Herzegovina,7,234974,7374,56.6,3280815,11713.895,0.768
232,Bosnia and Herzegovina,8,486067,14424,57.048387096774206,3280815,11713.895,0.768
233,Bosnia and Herzegovina,9,712831,21516,41.852000000000004,3280815,11713.895,0.768
234,Bosnia and Herzegovina,10,569554,17435,46.10052631578948,3280815,11713.895,0.768
235,Botswana,4,418,29,85.27666666666666,2351625,15807.374,0.7170000000000001
236,Botswana,5,835,31,74.10290322580647,2351625,15807.374,0.7170000000000001
237,Botswana,6,2106,30,59.57033333333336,2351625,15807.374,0.7170000000000001
238,Botswana,7,14431,35,57.111290322580665,2351625,15807.374,0.7170000000000001
239,Botswana,8,36959,95,53.26967741935485,2351625,15807.374,0.7170000000000001
240,Botswana,9,71674,335,55.800333333333356,2351625,15807.374,0.7170000000000001
241,Botswana,10,79335,340,60.52736842105263,2351625,15807.374,0.7170000000000001
242,Brazil,1,0,0,0.5380645161290323,212559409,14103.452,0.759
243,Brazil,2,4,0,5.560000000000001,212559409,14103.452,0.759
244,Brazil,3,31425,780,43.99645161290322,212559409,14103.452,0.759
245,Brazil,4,958240,60304,75.00166666666664,212559409,14103.452,0.759
246,Brazil,5,7500515,484650,80.54129032258064,212559409,14103.452,0.759
247,Brazil,6,27275700,1323138,77.30999999999996,212559409,14103.452,0.759
248,Brazil,7,61381421,2337595,79.97451612903225,212559409,14103.452,0.759
249,Brazil,8,101658109,3316699,73.52548387096778,212559409,14103.452,0.759
250,Brazil,9,131192119,3982675,72.56466666666668,212559409,14103.452,0.759
251,Brazil,10,95706984,2834726,72.22000000000001,212559409,14103.452,0.759
253,British Virgin Islands,3,11,0,72.22,30237,14380.883725961537,0.7594519230769231
254,British Virgin Islands,4,117,11,71.10933333333335,30237,15768.04235576923,0.7617115384615385
255,British Virgin Islands,5,230,31,62.03999999999998,30237,24090.99413461538,0.7752692307692308
256,British Virgin Islands,6,240,30,58.70099999999998,30237,32691.377639423074,0.7892788461538461
257,British Virgin Islands,7,248,31,58.32999999999998,30237,41014.329418269226,0.8028365384615385
258,British Virgin Islands,8,468,31,64.84290322580648,30237,49614.71292307691,0.8168461538461539
259,British Virgin Islands,9,1942,30,21.07600000000001,30237,58215.0964278846,0.8308557692307692
260,British Virgin Islands,10,1349,19,19.44,30237,66538.04820673076,0.8444134615384615
261,Brunei,3,1568,3,48.678095238095224,437483,71809.25099999999,0.853
262,Brunei,4,4079,30,56.47999999999998,437483,71809.25099999999,0.853
263,Brunei,5,4351,35,55.286451612903214,437483,71809.25099999999,0.853
264,Brunei,6,4230,74,49.193666666666665,437483,71809.25099999999,0.853
265,Brunei,7,4371,93,46.97967741935483,437483,71809.25099999999,0.853
266,Brunei,8,4412,93,36.20129032258063,437483,71809.25099999999,0.853
267,Brunei,9,4350,90,33.024666666666675,437483,71809.25099999999,0.853
268,Brunei,10,2779,57,34.45894736842106,437483,71809.25099999999,0.853
269,Bulgaria,3,3230,63,61.155000000000015,6948445,18563.307,0.813
270,Bulgaria,4,24664,1054,72.28666666666669,6948445,18563.307,0.813
271,Bulgaria,5,65204,3242,61.23096774193551,6948445,18563.307,0.813
272,Bulgaria,6,103315,5416,39.442999999999984,6948445,18563.307,0.813
273,Bulgaria,7,248232,9004,33.51290322580644,6948445,18563.307,0.813
274,Bulgaria,8,438265,15350,31.27612903225804,6948445,18563.307,0.813
275,Bulgaria,9,546799,21783,36.91666666666669,6948445,18563.307,0.813
276,Bulgaria,10,460671,16938,31.48578947368421,6948445,18563.307,0.813
277,Burkina Faso,3,1439,54,57.55315789473684,20903278,1703.102,0.423
278,Burkina Faso,4,14797,890,84.26000000000003,20903278,1703.102,0.423
279,Burkina Faso,5,23869,1547,65.62322580645166,20903278,1703.102,0.423
280,Burkina Faso,6,27116,1590,45.369999999999976,20903278,1703.102,0.423
281,Burkina Faso,7,32274,1643,45.72838709677417,20903278,1703.102,0.423
282,Burkina Faso,8,38878,1686,50.299677419354865,20903278,1703.102,0.423
283,Burkina Faso,9,50536,1676,39.72199999999999,20903278,1703.102,0.423
284,Burkina Faso,10,42543,1162,30.262631578947374,20903278,1703.102,0.423
285,Burundi,4,200,16,13.889999999999992,11890781,702.225,0.41700000000000004
286,Burundi,5,943,31,13.889999999999992,11890781,702.225,0.41700000000000004
287,Burundi,6,3181,30,13.889999999999992,11890781,702.225,0.41700000000000004
288,Burundi,7,8561,31,13.889999999999992,11890781,702.225,0.41700000000000004
289,Burundi,8,12860,31,11.110000000000008,11890781,702.225,0.41700000000000004
290,Burundi,9,14108,30,11.110000000000008,11890781,702.225,0.41700000000000004
291,Burundi,10,9892,19,7.016842105263158,11890781,702.225,0.41700000000000004
292,Cambodia,1,4,0,0.0,16718971,3645.07,0.5820000000000001
293,Cambodia,2,29,0,0.0,16718971,3645.07,0.5820000000000001
294,Cambodia,3,1104,0,31.900645161290313,16718971,3645.07,0.5820000000000001
295,Cambodia,4,3582,0,60.46533333333336,16718971,3645.07,0.5820000000000001
296,Cambodia,5,3803,0,57.410000000000025,16718971,3645.07,0.5820000000000001
297,Cambodia,6,3870,0,40.74,16718971,3645.07,0.5820000000000001
298,Cambodia,7,5408,0,39.30774193548388,16718971,3645.07,0.5820000000000001
299,Cambodia,8,8152,0,45.517096774193575,16718971,3645.07,0.5820000000000001
300,Cambodia,9,8244,0,38.51999999999998,16718971,3645.07,0.5820000000000001
301,Cambodia,10,5343,0,29.242105263157896,16718971,3645.07,0.5820000000000001
303,Cameroon,3,845,10,38.935238095238084,26545864,3364.926,0.556
304,Cameroon,4,28635,779,68.61366666666665,26545864,3364.926,0.556
305,Cameroon,5,105913,4002,63.89000000000004,26545864,3364.926,0.556
306,Cameroon,6,292581,7770,60.19000000000004,26545864,3364.926,0.556
307,Cameroon,7,474202,11158,60.19000000000004,26545864,3364.926,0.556
308,Cameroon,8,568014,12415,59.74161290322585,26545864,3364.926,0.556
309,Cameroon,9,604539,12463,55.34266666666664,26545864,3364.926,0.556
310,Cameroon,10,401773,8009,37.13473684210527,26545864,3364.926,0.556
311,Canada,1,13,0,0.8967741935483873,37742157,44017.59099999999,0.9259999999999999
312,Canada,2,230,0,2.7800000000000007,37742157,44017.59099999999,0.9259999999999999
313,Canada,3,42464,476,39.085161290322596,37742157,44017.59099999999,0.9259999999999999
314,Canada,4,870504,36402,72.87500000000003,37742157,44017.59099999999,0.9259999999999999
315,Canada,5,2290232,166297,71.42999999999996,37742157,44017.59099999999,0.9259999999999999
316,Canada,6,2952489,242533,70.275,37742157,44017.59099999999,0.9259999999999999
317,Canada,7,3389852,272584,67.60741935483877,37742157,44017.59099999999,0.9259999999999999
318,Canada,8,3782244,279745,65.06741935483868,37742157,44017.59099999999,0.9259999999999999
319,Canada,9,4199037,275785,61.513333333333364,37742157,44017.59099999999,0.9259999999999999
320,Canada,10,3375309,181727,57.0436842105263,37742157,44017.59099999999,0.9259999999999999
322,Cape Verde,3,43,7,58.24909090909091,555988,6222.554,0.654
323,Cape Verde,4,1305,30,79.63000000000007,555988,6222.554,0.654
324,Cape Verde,5,9026,81,80.22838709677424,555988,6222.554,0.654
325,Cape Verde,6,22690,207,79.17000000000003,555988,6222.554,0.654
326,Cape Verde,7,56911,600,72.62903225806451,555988,6222.554,0.654
327,Cape Verde,8,97267,1025,65.27999999999999,555988,6222.554,0.654
328,Cape Verde,9,146409,1425,68.98,555988,6222.554,0.654
329,Cape Verde,10,130237,1374,59.81789473684211,555988,6222.554,0.654
330,Cayman Islands,3,61,11,70.98666666666666,65720,49903.029,0.6526651162790698
331,Cayman Islands,4,1586,30,92.59000000000002,65720,49903.029,0.636646511627907
332,Cayman Islands,5,3111,31,79.60999999999997,65720,49903.029,0.5966
333,Cayman Islands,6,5438,30,68.42300000000002,65720,49903.029,0.5552186046511628
334,Cayman Islands,7,6264,31,12.409354838709687,65720,49903.029,0.5151720930232558
335,Cayman Islands,8,6317,31,11.110000000000008,65720,49903.029,0.4737906976744186
336,Cayman Islands,9,6235,30,11.110000000000008,65720,49903.029,0.43240930232558145
337,Cayman Islands,10,4161,19,11.110000000000005,65720,49903.029,0.3923627906976745
338,Central African Republic,3,53,0,32.638749999999995,4829764,661.24,0.36700000000000005
339,Central African Republic,4,467,0,68.52,4829764,661.24,0.36700000000000005
340,Central African Republic,5,10683,8,74.25677419354841,4829764,661.24,0.36700000000000005
341,Central African Republic,6,68712,524,68.51666666666664,4829764,661.24,0.36700000000000005
342,Central African Republic,7,133659,1666,58.599032258064554,4829764,661.24,0.36700000000000005
343,Central African Republic,8,144384,1872,54.630000000000045,4829764,661.24,0.36700000000000005
344,Central African Republic,9,142968,1860,55.616666666666674,4829764,661.24,0.36700000000000005
345,Central African Republic,10,92122,1178,51.94842105263158,4829764,661.24,0.36700000000000005
346,Chad,3,41,0,27.78,16425859,1768.1529999999998,0.40399999999999997
347,Chad,4,737,4,66.48100000000004,16425859,1768.1529999999998,0.40399999999999997
348,Chad,5,13346,1286,81.83903225806452,16425859,1768.1529999999998,0.40399999999999997
349,Chad,6,25339,2146,72.77399999999996,16425859,1768.1529999999998,0.40399999999999997
350,Chad,7,27569,2313,67.94870967741932,16425859,1768.1529999999998,0.40399999999999997
351,Chad,8,29872,2356,64.80999999999996,16425859,1768.1529999999998,0.40399999999999997
352,Chad,9,32968,2409,68.67066666666668,16425859,1768.1529999999998,0.40399999999999997
353,Chad,10,24301,1698,51.9,16425859,1768.1529999999998,0.40399999999999997
354,Chile,3,15051,38,37.55185185185185,19116209,22767.037,0.843
355,Chile,4,251229,3059,73.15000000000005,19116209,22767.037,0.843
356,Chile,5,1411304,14996,76.5690322580645,19116209,22767.037,0.843
357,Chile,6,5626963,97337,78.23999999999998,19116209,22767.037,0.843
358,Chile,7,9911425,235488,87.28806451612904,19116209,22767.037,0.843
359,Chile,8,11879990,321953,85.41129032258067,19116209,22767.037,0.843
360,Chile,9,13095859,360131,83.80000000000001,19116209,22767.037,0.843
361,Chile,10,9076213,250878,4.410526315789474,19116209,22767.037,0.843
362,China,1,37917,883,21.595806451612898,1439323774,15308.712,0.752
363,China,2,1596921,44705,76.99275862068967,1439323774,15308.712,0.752
364,China,3,2514736,98467,79.52645161290326,1439323774,15308.712,0.752
365,China,4,2499717,118277,60.21300000000004,1439323774,15308.712,0.752
366,China,5,2605117,143762,74.681935483871,1439323774,15308.712,0.752
367,China,6,2532070,139162,80.33666666666669,1439323774,15308.712,0.752
368,China,7,2652494,144018,81.94000000000004,1439323774,15308.712,0.752
369,China,8,2762188,145605,81.94000000000004,1439323774,15308.712,0.752
370,China,9,2706823,142019,73.79533333333335,1439323774,15308.712,0.752
371,China,10,1724309,90041,27.561578947368435,1439323774,15308.712,0.752
372,China,12,27,0,0.0,1439323774,15308.712,0.752
373,Colombia,3,5355,55,48.28518518518519,50882884,13254.948999999999,0.747
374,Colombia,4,96107,3972,87.00533333333331,50882884,13254.948999999999,0.747
375,Colombia,5,469338,17330,87.63677419354836,50882884,13254.948999999999,0.747
376,Colombia,6,1675915,54695,87.03999999999998,50882884,13254.948999999999,0.747
377,Colombia,7,5482273,188892,87.03999999999998,50882884,13254.948999999999,0.747
378,Colombia,8,14096227,456975,87.03999999999998,50882884,13254.948999999999,0.747
379,Colombia,9,21736909,691717,71.29999999999998,50882884,13254.948999999999,0.747
380,Colombia,10,16981558,522498,68.13210526315787,50882884,13254.948999999999,0.747
